"Public Food Key","Classification","Food Name","Energy with dietary fibre, equated  (kJ)","Energy, without dietary fibre, equated  (kJ)","Moisture (water)  (g)","Protein  (g)","Nitrogen  (g)","Fat, total  (g)","Ash  (g)","Total dietary fibre  (g)","Alcohol  (g)","Fructose  (g)","Glucose  (g)","Sucrose (g)","Maltose  (g)","Lactose  (g)","Galactose  (g)","Maltotrios  (g)","Total sugars (g)","Added sugars (g)","Free sugars  (g)","Starch  (g)","Dextrin  (g)","Glycerol  (g)","Glycogen  (g)","Inulin  (g)","Erythritol  (g)","Maltitol  (g)","Mannitol  (g)","Xylitol  (g)","Maltodextrin (g)","Oligosaccharides   (g)","Polydextrose  (g)","Raffinose  (g)","Stachyose  (g)","Sorbitol  (g)","Resistant starch  (g)","Available carbohydrate, without sugar alcohols  (g)","Available carbohydrate, with sugar alcohols  (g)","Acetic acid  (g)","Citric acid  (g)","Fumaric acid  (g)","Lactic acid  (g)","Malic acid  (g)","Oxalic acid  (g)","Propionic acid  (g)","Quinic acid  (g)","Shikimic acid  (g)","Succinic acid  (g)","Tartaric acid  (g)","Aluminium (Al)  (ug)","Antimony (Sb)  (ug)","Arsenic (As)  (ug)","Cadmium (Cd)  (ug)","Calcium (Ca)  (mg)","Chromium (Cr)  (ug)","Chloride (Cl)  (mg)","Cobalt (Co)  (ug)","Copper (Cu)  (mg)","Fluoride (F)  (ug)","Iodine (I)  (ug)","Iron (Fe)  (mg)","Lead (Pb)  (ug)","Magnesium (Mg)  (mg)","Manganese (Mn)  (mg)","Mercury (Hg)  (ug)","Molybdenum (Mo)  (ug)","Nickel (Ni)  (ug)","Phosphorus (P)  (mg)","Potassium (K)  (mg)","Selenium (Se)  (ug)","Sodium (Na)  (mg)","Sulphur (S)  (mg)","Tin (Sn)  (ug)","Zinc (Zn)  (mg)","Retinol (preformed vitamin A)  (ug)","Alpha-carotene  (ug)","Beta-carotene  (ug)","Cryptoxanthin  (ug)","Beta-carotene equivalents (provitamin A)  (ug)","Vitamin A retinol equivalents  (ug)","Lutein  (ug)","Lycopene  (ug)","Xanthophyl  (ug)","Thiamin (B1)  (mg)","Riboflavin (B2)  (mg)","Niacin (B3)  (mg)","Niacin derived from tryptophan  (mg)","Niacin derived equivalents  (mg)","Pantothenic acid (B5)  (mg)","Pyridoxine (B6)  (mg)","Biotin (B7)  (ug)","Cobalamin (B12)  (ug)","Folate, natural  (ug)","Folic acid  (ug)","Total folates  (ug)","Dietary folate equivalents  (ug)","Vitamin C  (mg)","Cholecalciferol (D3)  (ug)","Ergocalciferol (D2)  (ug)","25-hydroxy cholecalciferol (25-OH D3)  (ug)","25-hydroxy ergocalciferol (25-OH D2)  (ug)","Vitamin D3 equivalents  (ug)","Alpha tocopherol  (mg)","Alpha tocotrienol  (mg)","Beta tocopherol  (mg)","Beta tocotrienol  (mg)","Delta tocopherol  (mg)","Delta tocotrienol  (mg)","Gamma tocopherol  (mg)","Gamma tocotrienol  (mg)","Vitamin E  (mg)","C4 (%T)","C6 (%T)","C8 (%T)","C10 (%T)","C11 (%T)","C12 (%T)","C13 (%T)","C14 (%T)","C15 (%T)","C16 (%T)","C17 (%T)","C18 (%T)","C19 (%T)","C20 (%T)","C21 (%T)","C22 (%T)","C23 (%T)","C24 (%T)","Total saturated fatty acids, equated (%T)","C10:1 (%T)","C12:1 (%T)","C14:1 (%T)","C15:1 (%T)","C16:1 (%T)","C17:1 (%T)","C18:1 (%T)","C18:1w5 (%T)","C18:1w6 (%T)","C18:1w7 (%T)","C18:1w9 (%T)","C20:1 (%T)","C20:1w9 (%T)","C20:1w13 (%T)","C20:1w11 (%T)","C22:1 (%T)","C22:1w9 (%T)","C22:1w11 (%T)","C24:1 (%T)","C24:1w9 (%T)","C24:1w11 (%T)","C24:1w13 (%T)","Total monounsaturated fatty acids, equated (%T)","C12:2 (%T)","C16:2w4 (%T)","C16:3 (%T)","C18:2w6 (%T)","C18:3w3 (%T)","C18:3w4 (%T)","C18:3w6 (%T)","C18:4w1 (%T)","C18:4w3 (%T)","C20:2 (%T)","C20:2w6 (%T)","C20:3 (%T)","C20:4 (%T)","C20:3w3 (%T)","C20:3w6 (%T)","C20:4w3 (%T)","C20:4w6 (%T)","C20:5w3 (%T)","C21:5w3 (%T)","C22:2 (%T)","C22:2w6 (%T)","C22:4w6 (%T)","C22:5w3 (%T)","C22:5w6 (%T)","C22:6w3 (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated  (%T)","Total undifferentiated fatty acids  (%T)","Total trans fatty acids, imputed  (%T)","C4 (g)","C6 (g)","C8 (g)","C10 (g)","C11 (g)","C12 (g)","C13 (g)","C14 (g)","C15 (g)","C16 (g)","C17 (g)","C18 (g)","C19 (g)","C20 (g)","C21 (g)","C22 (g)","C23 (g)","C24 (g)","Total saturated fatty acids, equated  (g)","C10:1 (g)","C12:1 (g)","C14:1 (g)","C15:1 (g)","C16:1 (g)","C17:1 (g)","C18:1 (g)","C18:1w5 (mg)","C18:1w6 (mg)","C18:1w7 (g)","C18:1w9 (mg)","C20:1 (g)","C20:1w9 (mg)","C20:1w13 (mg)","C20:1w11 (mg)","C22:1 (g)","C22:1w9 (mg)","C22:1w11 (mg)","C24:1 (g)","C24:1w9 (mg)","C24:1w11 (mg)","C24:1w13 (mg)","Total monounsaturated fatty acids, equated  (g)","C12:2 (g)","C16:2w4 (mg)","C16:3 (g)","C18:2w6 (g)","C18:3w3 (g)","C18:3w4 (g)","C18:3w6 (mg)","C18:4w1 (g)","C18:4w3 (mg)","C20:2 (mg)","C20:2w6 (mg)","C20:3 (mg)","C20:3w3 (mg)","C20:3w6 (mg)","C20:4 (g)","C20:4w3 (mg)","C20:4w6 (mg)","C20:5w3 (mg)","C21:5w3 (g)","C22:5w3 (mg)","C22:4w6 (mg)","C22:2 (g)","C22:2w6 (mg)","C22:5w6 (g)","C22:6w3 (mg)","Total polyunsaturated fatty acids, equated  (g)","Total long chain omega 3 fatty acids, equated  (mg)","Total undifferentiated fatty acids, mass basis basis  (mg)","Total trans fatty acids, imputed  (mg)","Caffeine  (mg)","Cholesterol  (mg)","Alanine  (mg/gN)","Arginine  (mg/gN)","Aspartic acid  (mg/gN)","Cystine plus cysteine  (mg/gN)","Glutamic acid  (mg/gN)","Glycine  (mg/gN)","Histidine  (mg/gN)","Isoleucine  (mg/gN)","Leucine  (mg/gN)","Lysine  (mg/gN)","Methionine  (mg/gN)","Phenylalanine  (mg/gN)","Proline  (mg/gN)","Serine  (mg/gN)","Threonine  (mg/gN)","Tyrosine  (mg/gN)","Tryptophan  (mg/gN)","Valine  (mg/gN)","Alanine  (mg)","Arginine  (mg)","Aspartic acid  (mg)","Cystine plus cysteine  (mg)","Glutamic acid  (mg)","Glycine  (mg)","Histidine  (mg)","Isoleucine  (mg)","Leucine  (mg)","Lysine  (mg)","Methionine  (mg)","Phenylalanine  (mg)","Proline  (mg)","Serine  (mg)","Threonine  (mg)","Tyrosine  (mg)","Tryptophan  (mg)","Valine  (mg)"
"F002289","24302","Cassava, yellow flesh, peeled, fresh, boiled, drained","571","530","63.1","1.7","0.28","0.2","0.9","5","0","0.2","0.2","0.9","0","0","nan","nan","1.3","0","0","27.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","28.7","28.7","nan","0.3","nan","0","0.3","0","nan","0","nan","nan","nan","nan","nan","nan","nan","18","nan","nan","nan","nan","nan","0","0.61","nan","9","nan","nan","nan","nan","26","281","0.7","2","nan","nan","2.35","0","58","706","19","745","124","nan","nan","nan","0.077","0.029","0.77","0.35","1.21","nan","0.08","nan","0","19","0","19","19","29","0","0","0","0","0","0.2","nan","nan","nan","nan","nan","nan","nan","0.19","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","21","nan"
"F002378","24202","Cauliflower, fresh, raw","102","93","92.7","1.9","0.3","0.2","0.7","1.2","0","1.4","1.4","0","0","0","nan","nan","2.8","0","0","0.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3.3","3.3","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","0","18","0","30","nan","0.025","160","0","0.32","0","16","0.125","nan","3.9","nan","46","242","0","40","nan","nan","0.2","0","0","0","0","0","0","nan","nan","nan","0.04","0.05","0","0.36","0.36","0.57","0.17","nan","0","56","0","56","56","26","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","368","368","548","84","721","269","114","248","431","308","84","233","233","305","248","168","70","365","111","111","165","25","217","81","34","74","130","93","25","70","70","92","74","50","21","110"
"F002377","24202","Cauliflower, fresh, boiled, drained","106","96","92.4","2","0.31","0.2","0.7","1.2","0","1.4","1.4","0","0","0","nan","nan","2.9","0","0","0.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3.4","3.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","0","18","0","31","nan","0.026","166.67","0","0.32","0","15","0.13","nan","4.1","nan","43","227","0","40","nan","nan","0.2","0","0","0","0","0","0","nan","nan","nan","0.033","0.047","0","0.37","0.37","0.59","0.13","nan","0","38","0","38","38","20","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","115","115","172","26","226","84","36","78","135","96","26","73","73","96","78","53","22","114"
"F002384","24302","Celeriac, peeled, raw","162","119","86.6","1.6","0.26","0.2","1.4","5.1","0","0.6","0.4","1.8","0","0","nan","nan","2.8","0","0","0","nan","nan","nan","nan","nan","nan","2.2","nan","nan","nan","nan","nan","nan","nan","nan","2.8","5","nan","0","nan","0","0.4","0","nan","0","nan","nan","nan","nan","nan","nan","nan","41","nan","nan","nan","nan","nan","0","0.2","nan","22","nan","nan","nan","nan","30","440","0.7","21","nan","nan","0.5","0","10","10","10","20","3","nan","nan","nan","0.06","0.13","0.8","0.35","1.15","nan","0.16","nan","0","8","0","8","8","13","0","0","0","0","0","0.4","nan","nan","nan","nan","nan","nan","nan","0.36","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","82","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","21","nan"
"F002383","24302","Celeriac, peeled, boiled, drained","174","128","85.6","1.7","0.28","0.2","1.5","5.5","0","0.6","0.4","1.9","0","0","nan","nan","3","0","0","0","nan","nan","nan","nan","nan","nan","2.4","nan","nan","nan","nan","nan","nan","nan","nan","3","5.4","nan","0","nan","0","0.4","0","nan","0","nan","nan","nan","nan","nan","nan","nan","42","nan","nan","nan","nan","nan","0","0.2","nan","22","nan","nan","nan","nan","28","426","0.7","21","nan","nan","0.51","0","10","10","10","19","3","nan","nan","nan","0.052","0.126","0.77","0.38","1.24","nan","0.14","nan","0","6","0","6","6","9","0","0","0","0","0","0.4","nan","nan","nan","nan","nan","nan","nan","0.37","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","22","nan"
"F002390","24402","Celery, fresh, raw","63","51","94.8","0.6","0.1","0.1","0.8","1.4","0","0.5","0.7","0","0","0","nan","nan","1.2","0","0","0","nan","nan","nan","nan","nan","nan","1","nan","nan","nan","nan","nan","nan","nan","nan","1.2","2.2","nan","0","nan","0","0.2","0","nan","0","nan","nan","nan","nan","0","0","1.2","44","0.4","230","nan","0.021","0","0","0.25","0","10","0.135","0","11.7","3","30","267","1.8","98","nan","nan","0.21","0","0","58","0","58","10","nan","nan","nan","0.03","0.02","0.4","0.13","0.53","0","0.03","1.9","0","13","0","13","13","5","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0.02","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","82","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","8","nan"
"F002389","24402","Celery, fresh, fried, no added fat","77","62","93.7","0.7","0.12","0.1","1","1.8","0","0.6","0.8","0","0","0","nan","nan","1.5","0","0","0","nan","nan","nan","nan","nan","nan","1.2","nan","nan","nan","nan","nan","nan","nan","nan","1.5","2.7","nan","0","nan","0","0.2","0","nan","0","nan","nan","nan","nan","0","0","1.5","54","0.5","280","nan","0.026","0","0","0.3","0","12","0.165","0","14.3","3","36","326","2.2","119","nan","nan","0.26","0","0","63","0","63","10","nan","nan","nan","0.033","0.023","0.46","0.16","0.65","0","0.03","2.3","0","13","0","13","13","5","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0.02","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","10","nan"
"F002884","24302","Chicory, raw","67","52","93.6","1.8","0.29","0.2","0.8","1.8","0","0.4","0.3","0","0","0","nan","nan","0.7","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.8","0.8","nan","0","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","nan","nan","30","nan","nan","nan","nan","nan","2.4","1.7","nan","12","nan","nan","nan","nan","47","220","0.3","36","nan","nan","0.2","0","30","220","30","250","42","nan","nan","nan","0.03","0.09","0.5","0.56","1.06","nan","0.1","nan","0","110","0","110","110","12","0","0","0","0","0","2.3","nan","nan","nan","nan","nan","nan","nan","2.26","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","114","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","33","nan"
"F002883","24302","Chicory, boiled, drained","78","62","92.5","2.1","0.34","0.2","0.9","2.1","0","0.5","0.4","0","0","0","nan","nan","0.8","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.9","0.9","nan","0","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","nan","nan","34","nan","nan","nan","nan","nan","2.4","1.9","nan","13","nan","nan","nan","nan","50","233","0.3","40","nan","nan","0.22","0","32","233","32","265","44","nan","nan","nan","0.028","0.095","0.5","0.66","1.24","nan","0.09","nan","0","84","0","84","84","10","0","0","0","0","0","2.5","nan","nan","nan","nan","nan","nan","nan","2.52","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","39","nan"
"F002896","24705","Chilli (chili), green, raw","181","78","80.9","2.8","0.45","0.3","0.9","12.9","0","0.3","0.6","0.1","0","0","nan","nan","1","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1","1","nan","0.1","nan","0","0.2","0","nan","0","nan","nan","nan","nan","nan","nan","nan","12","nan","nan","nan","nan","nan","0","1.6","nan","11","nan","nan","nan","nan","20","280","0.5","4","nan","nan","0.4","0","3","140","100","192","32","nan","nan","nan","0.07","0.08","1.4","0.62","2.02","nan","0.28","nan","0","23","0","23","23","128","0","0","0","0","0","0.7","nan","nan","nan","nan","nan","nan","nan","0.69","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","81","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","36","nan"
"F002894","24705","Chilli (chili), green, fried, no added fat","201","86","78.8","3.1","0.5","0.3","1","14.3","0","0.3","0.7","0.1","0","0","nan","nan","1.1","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.1","1.1","nan","0.1","nan","0","0.2","0","nan","0","nan","nan","nan","nan","nan","nan","nan","13","nan","nan","nan","nan","nan","0","1.78","nan","12","nan","nan","nan","nan","22","311","0.6","4","nan","nan","0.44","0","3","140","100","192","32","nan","nan","nan","0.07","0.084","1.48","0.69","2.24","nan","0.29","nan","0","20","0","20","20","121","0","0","0","0","0","0.7","nan","nan","nan","nan","nan","nan","nan","0.73","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","40","nan"
"F002901","24705","Chilli (chili), red, raw","200","115","81.7","1.4","0.22","0.4","0.9","10.6","0","2.3","1.9","0","0","0","nan","nan","4.2","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","4.2","4.2","nan","0.4","nan","0","0.5","0","nan","0","nan","nan","nan","nan","nan","nan","nan","16","nan","nan","nan","nan","nan","0","1.1","nan","28","nan","nan","nan","nan","24","300","0.5","3","nan","nan","0.3","0","6","1370","780","1763","294","nan","nan","nan","0.1","0.17","3.5","0.33","3.83","nan","0.26","nan","0","52","0","52","52","201","0","0","0","0","0","3.4","nan","nan","nan","nan","nan","nan","nan","3.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","87","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","19","nan"
